id,faixa_etaria,experiencia_tech,frequencia_portal,contexto_acesso,perfil_comportamental,motivacao,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34
291,14 ou 15 anos,Heavy user digital,Acessa semanalmente,"Escola pública, zona rural",Persistente/metódico,Obrigação (professor mandou),14 ou 15 anos,Uso toda semana,Celular,Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Peço ajuda para um colega,Atividades ou tarefas para fazer | Uma lista de matérias ou disciplinas,"😐 Normal, nem bom nem ruim",Mais ou menos claro,"Já tentei achar materiais complementares de matemática que o professor mencionou, tipo apostilas ou PDFs. Sei que tem um lugar no portal pra isso, mas nunca encontrei de primeira. Fico navegando por vários menus até desistir de procurar naquele dia e tentar de novo depois.","Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas) | Recursos (materiais extras, apostilas, PDFs)","Primeiro tentaria usar a barra de busca digitando algo como 'atividade programação'. Se não aparecesse nada útil, iria no menu e procuraria em alguma aba de matérias ou atividades. Caso não encontrasse ali, navegaria pelas seções uma por uma, abrindo cada opção pra ver se a atividade estava dentro. Se depois de tudo isso não achasse, esperaria a próxima aula pra perguntar pro professor onde estava exatamente.","Tanto faz, o que importa é ser fácil","Fico procurando onde clicar por um tempo | Uso o botão ""voltar"" do navegador","Sim, já aconteceu algumas vezes",Acontece às vezes,Depende do quanto preciso daquilo,Tento de novo mais tarde | Peço ajuda para o professor,Não encontro nem com a busca | Fico indo e voltando sem saber onde estou,"😞 Chateado, queria ter encontrado","O professor tinha passado um exercício de ciências que estava no portal, e eu fiquei uns quinze minutos tentando achar. Fui em matérias, depois em atividades, depois tentei pesquisar pelo nome da atividade na busca. A busca retornou resultados, mas nenhum era o certo. No dia seguinte perguntei pro professor e ele me mostrou que estava numa aba que eu nunca teria adivinhado, dentro de um submenu que não aparecia de cara.","Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas",Seria útil às vezes,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar | Ver o que eu acessei recentemente","Ia gostar muito se tivesse uma forma de favoritar conteúdos pra acessar rápido, porque tem umas páginas que eu sempre preciso e demoro pra achar. Também sentia falta de uma notificação ou aviso quando o professor publica algo novo, porque às vezes fico sem saber que tem tarefa nova até chegar na escola. Uma busca mais inteligente que entenda o que eu quero mesmo quando escrevo errado ou de forma diferente ajudaria bastante.","Falaria que o portal tem tudo que a gente precisa pra estudar, mas que no começo dá uma confusão pra achar as coisas. Com o tempo você vai se acostumando com onde fica cada coisa. É mais útil do que parece à primeira vista, principalmente pras atividades que o professor passa, então vale a pena insistir até pegar o jeito.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,labirinto
292,14 ou 15 anos,Usa só celular,Acessa raramente,Só em casa,Curioso/explorador,Gosta do conteúdo,14 ou 15 anos,Já usei algumas vezes,Celular,Só em casa,Fico tentando sozinho até descobrir | Procuro um vídeo ou tutorial,"Atividades ou tarefas para fazer | Não sei bem o que aparece, é confuso","🙂 Tranquilo, vou descobrindo",Mais ou menos claro,"Acho que devia ter alguma parte de projetos ou desafios extras, mas nunca consegui achar. Fico com a sensação de que tem coisa escondida em algum lugar.","Tem muitas opções e fico confuso | Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Jogos e desafios","Ia tentar usar a busca digitando 'programação' para ver o que aparece, e se não achasse ia ficar clicando nas seções de atividades.","Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo | Uso o botão 'voltar' do navegador,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Procuro em outro site fora do portal | Tento de novo mais tarde,Não encontro nem com a busca | Tem muita coisa na tela ao mesmo tempo,"😞 Chateado, queria ter encontrado","Uma vez tentei achar um vídeo de uma aula que o professor tinha mencionado, usei a busca, digitei o nome e não apareceu nada útil. Acabei desistindo e fui procurar no YouTube.","Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas","Adoraria, me ajudaria a descobrir coisas novas","Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar | A tela inicial mostrar só o que é mais importante","Queria que tivesse desafios ou quizzes interativos sobre as matérias, tipo um jogo mesmo.","Falaria que tem conteúdo interessante, mas que no começo pode ser difícil de navegar pelo celular.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,descoberta
293,14 ou 15 anos,Usa computador às vezes,Acessa raramente,Escola e casa,Tímido/dependente,Curiosidade própria,14 ou 15 anos,Já usei algumas vezes,Computador ou notebook,Tanto na escola quanto em casa,Peço ajuda para o professor | Peço ajuda para alguém em casa,"Não sei bem o que aparece, é confuso",😕 Um pouco perdido,Não muito claro,"Acho que tem atividades de algumas matérias, mas nunca consegui achar direito onde ficam.",Tem muitas opções e fico confuso | Não sei onde fica o menu,Um pouco mais difícil de usar,Peço para alguém me mostrar onde fica,Nunca tentei usar a busca,"Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas)","Eu ia pedir para a professora me mostrar onde fica, porque sozinho ia ficar difícil de encontrar.",Não sei a diferença,"Fico procurando onde clicar por um tempo | Uso o botão ""voltar"" do navegador","Sim, já aconteceu algumas vezes",Acontece bastante,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Peço ajuda para um colega,Não entendo os nomes das seções | Fico indo e voltando sem saber onde estou,"😞 Chateado, queria ter encontrado","Uma vez precisava achar uma atividade que a professora tinha passado, mas não encontrei em nenhum lugar do portal e acabei pedindo ajuda.","Talvez, dependeria de como funciona","Sim, um pouco",Seria útil às vezes,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante","Seria bom ter um botão de ajuda mais visível, para quando a gente não sabe onde encontrar as coisas.","Falaria que tem bastante conteúdo lá, mas que é um pouco difícil de se achar no começo.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,confuso
294,14 ou 15 anos,Usa computador às vezes,Acessa todo dia,Só em casa,Persistente/metódico,Obrigação (professor mandou),14 ou 15 anos,Uso quase todo dia,Computador ou notebook,Só em casa,Fico tentando sozinho até descobrir | Peço ajuda para alguém em casa,Atividades ou tarefas para fazer | Uma lista de matérias ou disciplinas,"😐 Normal, nem bom nem ruim",Mais ou menos claro,"Já tentei encontrar um histórico das atividades que eu já entreguei, tipo um registro de tudo que fiz no ano. Fico procurando nos menus e nunca acho um lugar organizado com isso, parece que existe mas está escondido em alguma aba que não é óbvia.","Já me acostumei, mas no começo era difícil | Tem muitas opções e fico confuso",Muito mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Atividades (exercícios, tarefas) | Aulas (videoaulas, explicações) | Trilhas (sequências de conteúdo para seguir)","Primeiro eu abriria o portal e olharia na parte de atividades, porque é onde o professor costuma postar as tarefas. Se não achasse lá, tentaria filtrar por matéria, tipo ir na disciplina de tecnologia ou informática. Caso ainda não encontrasse, usaria a barra de busca e digitaria algo como 'programação' ou o nome da atividade que o professor falou. Se mesmo assim não aparecesse nada útil, eu tentaria acessar pelo nome do professor para ver o que ele postou recentemente.","Prefiro na lateral, acho mais organizado",Fico procurando onde clicar por um tempo | Uso o botão 'voltar' do navegador,"Sim, já aconteceu algumas vezes",Acontece às vezes,"Não desisto, fico até achar",Tento de novo mais tarde | Procuro em outro site fora do portal,Não entendo os nomes das seções | Fico indo e voltando sem saber onde estou,"😞 Chateado, queria ter encontrado","Uma vez o professor pediu para entregar um trabalho pelo portal e eu não achava onde era para fazer o upload do arquivo. Fui clicando em vários menus, tentei pela aba de atividades, depois pela aba da matéria, depois até tentei a busca com o nome do trabalho. Só consegui achar depois de quase vinte minutos porque a opção de enviar arquivo estava dentro de uma subseção que tinha um nome diferente do que eu esperava. Fiquei bem irritado porque quase perdi o prazo por causa disso.","Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas",Seria útil às vezes,"Poder fixar atalhos rápidos na tela inicial | Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Ver o que eu acessei recentemente | A tela inicial mostrar só o que é mais importante","Gostaria que tivesse um painel com todas as minhas entregas e prazos em um só lugar, tipo um calendário de tarefas pendentes. Hoje eu preciso entrar matéria por matéria para ver o que está em aberto, o que é bem chato. Também seria útil ter uma notificação quando o professor postar algo novo, porque às vezes fico sabendo da atividade só quando o professor lembra em aula.","Falaria que ele tem tudo que você precisa para as aulas, mas que no começo pode ser um pouco confuso para achar as coisas. Diria para ele não desistir na primeira vez e ir explorando com calma, porque depois que você aprende onde fica cada coisa fica mais fácil. Também avisaria que vale usar no computador, porque no celular a experiência é pior.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,Burocrático
295,14 ou 15 anos,Usa computador às vezes,Nunca acessou,Escola e casa,Tímido/dependente,Gosta do conteúdo,14 ou 15 anos,Nunca usei,Computador ou notebook,Tanto na escola quanto em casa,Peço ajuda para o professor | Peço ajuda para alguém em casa,Nunca prestei atenção nisso,😕 Um pouco perdido,Não muito claro,"Nunca usei de verdade, então não sei dizer o que tem lá.",Não sei onde fica o menu,Muito mais difícil de usar,"Não sei, fico perdido",Nunca tentei usar a busca,"Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas)","Eu perguntaria para o professor me mostrar onde fica essa atividade, porque sozinho eu não saberia procurar.",Não sei a diferença,Fico perdido e às vezes fecho o portal,Não sei / não prestei atenção,Nunca acontece,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Peço ajuda para um colega,Não entendo os nomes das seções | Tem muita coisa na tela ao mesmo tempo,"😅 Sem problema, sempre tem alguém para ajudar","Como nunca usei o portal de verdade, não tenho uma situação específica para contar.",Provavelmente usaria,Não sei se entendi como funcionaria,Seria útil às vezes,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante",Seria legal ter algum guia ou tutorial para quem está usando o portal pela primeira vez.,"Diria que parece ter bastante coisa lá, mas que no começo pode ser difícil entender como funciona.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,Desconhecido
296,14 ou 15 anos,Usa computador às vezes,Acessa raramente,Escola e casa,Indiferente,Curiosidade própria,14 ou 15 anos,Já usei algumas vezes,Computador ou notebook,Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Desisto e não uso aquela parte,Nunca prestei atenção nisso,"😐 Normal, nem bom nem ruim",Mais ou menos claro,Acho que tem umas atividades por lá que nunca consegui achar direito.,"Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas)",Ia tentar procurar no menu por atividades ou usar a busca se tivesse.,"Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Procuro em outro site fora do portal | Desisto e não faço a tarefa,Não encontro nem com a busca | A página demora para carregar,"😐 Normal, já estou acostumado",Uma vez não achei uma atividade que o professor tinha passado. Desisti e pedi para um colega me mostrar onde estava.,"Talvez, dependeria de como funciona","Sim, um pouco",Indiferente,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante","Não sei, nunca pensei muito nisso.","Diria que dá para usar, mas achar as coisas não é tão simples.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,mediano
297,14 ou 15 anos,Usa computador regularmente,Acessa semanalmente,Escola e casa,Tímido/dependente,Obrigação (professor mandou),14 ou 15 anos,Uso toda semana,Computador ou notebook,Tanto na escola quanto em casa,Peço ajuda para o professor | Peço ajuda para alguém em casa,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,😕 Um pouco perdido,Mais ou menos claro,"Acho que tem um lugar pra ver minhas notas ou histórico de atividades, mas nunca consegui achar. Sempre que preciso de alguma coisa assim, acabo pedindo pro professor me mostrar onde fica.","Tem muitas opções e fico confuso | Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Peço para alguém me mostrar onde fica,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas) | Não importa, desde que seja fácil de achar","Eu ia perguntar pro professor onde fica antes de tentar, porque fico com medo de clicar no lugar errado e me perder. Se ele não estivesse disponível, pediria ajuda pra um colega que já sabe usar.","Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo | Volto para o início e começo de novo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Peço ajuda para um colega,Não entendo os nomes das seções | Fico indo e voltando sem saber onde estou,"😅 Sem problema, sempre tem alguém para ajudar","Uma vez o professor passou uma atividade de português pra entregar pelo portal e eu não sabia onde enviar o arquivo. Fiquei clicando em várias abas mas não achei o lugar certo. No final tive que pedir pro meu colega do lado me mostrar onde era, porque estava com vergonha de perguntar pro professor na frente de todo mundo.",Provavelmente usaria,"Sim, um pouco",Seria útil às vezes,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | A tela inicial mostrar só o que é mais importante","Acho que podia ter um botão de ajuda mais fácil de achar, tipo um chat ou um guia rápido explicando onde fica cada coisa. Seria mais fácil do que ficar dependendo de outra pessoa toda vez.","Falaria que dá pra usar, mas que pode ser um pouco confuso no começo. Recomendaria pedir pra alguém mostrar como funciona antes de tentar sozinho, porque fica mais fácil assim.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,Confuso
298,14 ou 15 anos,Heavy user digital,Acessa semanalmente,Escola e casa,Tímido/dependente,Gosta do conteúdo,14 ou 15 anos,Uso toda semana,Celular,Tanto na escola quanto em casa,Peço ajuda para o professor | Peço ajuda para um colega,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,"🙂 Tranquilo, vou descobrindo",Mais ou menos claro,"Acho que tem um jeito de ver o histórico das aulas que já assisti, mas nunca consegui achar direito. Sempre preciso perguntar pro professor onde fica. Seria mais fácil se aparecesse logo na página inicial.","Já me acostumei, mas no começo era difícil | Tem muitas opções e fico confuso",Um pouco mais difícil de usar,Peço para alguém me mostrar onde fica,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas) | Trilhas (sequências de conteúdo para seguir)","Eu tentaria ir na parte de atividades ou pesquisar por 'programação' na busca. Se não achasse, perguntaria pro professor onde está, porque às vezes os nomes das seções não são muito claros pra mim.","Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo | Uso o botão 'voltar' do navegador,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Peço ajuda para um colega,Não entendo os nomes das seções | Clico em vários lugares e não abre nada,"😞 Chateado, queria ter encontrado",Uma vez o professor mandou fazer uma atividade de ciências no portal e fiquei tentando achar por uns minutos mas não consegui. Fui perguntar pra uma colega e ela também não sabia. No final o professor teve que mostrar pra turma toda onde ficava.,"Com certeza, usaria sempre","Sim, muito — uso muito as mesmas coisas",Seria útil às vezes,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Ver o que eu acessei recentemente | A tela inicial mostrar só o que é mais importante","Gostaria que tivesse uma forma de mandar mensagem direto pro professor pelo portal, sem precisar sair pra outro app. Também seria legal ter uma notificação quando o professor coloca alguma atividade nova.","Falaria que tem bastante conteúdo legal, especialmente as videoaulas. Mas avisaria que no começo pode ser um pouco confuso pra achar as coisas, e que não tem vergonha de pedir ajuda pro professor.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,Confuso
299,14 ou 15 anos,Usa computador às vezes,Nunca acessou,Só em casa,Tímido/dependente,Obrigação (professor mandou),14 ou 15 anos,Nunca usei,Computador ou notebook,Só em casa,Peço ajuda para o professor | Peço ajuda para alguém em casa,Nunca prestei atenção nisso,😕 Um pouco perdido,"Não, é bem confuso","Nunca usei o portal, então não sei dizer o que tem lá.",Não sei onde fica o menu,Muito mais difícil de usar,"Não sei, fico perdido",Nunca tentei usar a busca,"Atividades (exercícios, tarefas) | Não importa, desde que seja fácil de achar","Eu ia pedir para o professor me mostrar onde fica, porque sozinho eu provavelmente não ia achar.",Não sei a diferença,Fico perdido e às vezes fecho o portal,Não sei / não prestei atenção,Nunca acontece,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Peço ajuda para um colega,Não entendo os nomes das seções | Tem muita coisa na tela ao mesmo tempo,"😅 Sem problema, sempre tem alguém para ajudar","Nunca usei o portal ainda, então não passei por isso.","Talvez, dependeria de como funciona",Não sei se entendi como funcionaria,Indiferente,Uma barra de busca mais visível e fácil de usar | A tela inicial mostrar só o que é mais importante,"Não sei ainda, preciso usar primeiro para entender o que está faltando.","Diria que o professor mandou usar e que eu ainda não sei muito bem como funciona, então não sei se indicaria.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,desconhecido
300,14 ou 15 anos,Usa computador às vezes,Acessa semanalmente,"Escola pública, zona rural",Curioso/explorador,Obrigação (professor mandou),14 ou 15 anos,Uso toda semana,Computador ou notebook,Só na escola,Fico tentando sozinho até descobrir | Procuro um vídeo ou tutorial,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,"🙂 Tranquilo, vou descobrindo",Mais ou menos claro,"Já tentei achar o histórico das minhas notas de um bimestre passado e nunca consegui encontrar. Cliquei em 'meu perfil', fui em várias abas, mas não apareceu nada. Fiquei curioso se essa função existe mesmo ou se tá escondida em algum lugar que eu não sei.","Já me acostumei, mas no começo era difícil",Um pouco mais difícil,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas) | Trilhas (sequências de conteúdo para seguir)","Eu tentaria primeiro digitar 'programação' na barra de busca pra ver o que aparece. Se não achasse, ia no menu de matérias e tentaria encontrar algo de tecnologia ou informática. Se mesmo assim não achasse, perguntaria pro professor ou pra algum colega que também tivesse procurado.","Tanto faz, o que importa é ser fácil","Fico procurando onde clicar por um tempo | Uso o botão ""voltar"" do navegador","Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para o professor | Tento de novo mais tarde,Não encontro nem com a busca | Não entendo os nomes das seções,"😞 Chateado, queria ter encontrado","Uma vez o professor mandou fazer uma atividade de português que estava no portal, mas quando fui na aba de português não achei nada parecido. Usei a busca e apareceram coisas que não tinham nada a ver. No final um colega me ajudou a achar porque estava dentro de uma subpasta que eu nunca teria pensado em procurar.",Provavelmente usaria,"Sim, um pouco","Adoraria, me ajudaria a descobrir coisas novas","Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar | Ver o que eu acessei recentemente",Acho que seria legal ter um modo de favoritar conteúdos pra não ter que ficar procurando a mesma coisa toda semana. Também sentia falta de um mini tutorial no começo mostrando onde fica cada parte do portal.,"Diria que tem bastante coisa útil lá, mas que precisa explorar um pouco até entender onde tudo fica. Vale usar porque o professor manda mesmo, mas vai ter que ter paciência no começo.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,Labirinto
301,14 ou 15 anos,Usa computador regularmente,Acessa semanalmente,Escola e casa,Indiferente,Curiosidade própria,14 ou 15 anos,Uso toda semana,Computador ou notebook,Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Desisto e não uso aquela parte,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,"😐 Normal, nem bom nem ruim",Mais ou menos claro,Às vezes fico procurando materiais extras e não acho. Nunca sei bem em qual parte estão.,"Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Vou direto em uma parte que já conheço,"Às vezes encontro, às vezes não","Aulas (videoaulas, explicações) | Atividades (exercícios, tarefas)","Ia direto na parte de atividades e tentava achar pelo nome. Se não achasse logo, perguntava pro professor onde estava.","Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Procuro em outro site fora do portal | Desisto e não faço a tarefa,Não encontro nem com a busca | A página demora para carregar,"😐 Normal, já estou acostumado","Uma vez tentei achar uma atividade de ciências e não achei em lugar nenhum. Acabei perguntando pro professor, que me mandou o link direto.","Talvez, dependeria de como funciona","Sim, um pouco",Indiferente,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar",Filtros melhores para achar conteúdo mais rápido.,"Diria que funciona e dá pra usar, mas não é tão intuitivo quanto outros sites.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,Funcional
302,14 ou 15 anos,Usa computador regularmente,Acessa raramente,Escola e casa,Indiferente,Curiosidade própria,14 ou 15 anos,Já usei algumas vezes,Computador ou notebook,Tanto na escola quanto em casa,Fico tentando sozinho até descobrir,"Não sei bem o que aparece, é confuso","😐 Normal, nem bom nem ruim",Mais ou menos claro,Não sei dizer ao certo.,Tem muitas opções e fico confuso,Um pouco mais difícil,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Atividades (exercícios, tarefas) | Não importa, desde que seja fácil de achar",Ia abrir o portal e clicar nos menus até achar alguma coisa de programação.,"Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Procuro em outro site fora do portal,Não encontro nem com a busca | Não entendo os nomes das seções,"😐 Normal, já estou acostumado",Uma vez precisava achar uma atividade que o professor tinha passado e não consegui encontrar pelo menu.,"Talvez, dependeria de como funciona","Sim, um pouco",Indiferente,Uma barra de busca mais visível e fácil de usar | A tela inicial mostrar só o que é mais importante,"Não sei, nunca parei para pensar nisso.","Diria que dá para usar, mas tem que ter paciência para achar as coisas.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,confuso
303,14 ou 15 anos,Usa computador regularmente,Acessa todo dia,Só em casa,Indiferente,Obrigação (professor mandou),14 ou 15 anos,Uso quase todo dia,Computador ou notebook,Só em casa,Fico tentando sozinho até descobrir | Desisto e não uso aquela parte,Uma lista de matérias ou disciplinas | Atividades ou tarefas para fazer,"😐 Normal, nem bom nem ruim",Mais ou menos claro,Às vezes o professor menciona algum material e eu não consigo achar. Fico clicando em alguns lugares mas não aparece. Acabo deixando pra lá ou perguntando para um colega.,"Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Atividades (exercícios, tarefas) | Aulas (videoaulas, explicações)","Ia primeiro na parte de atividades pra ver se estava lá. Se não achasse, tentaria usar a busca digitando algo tipo programação. Se ainda não aparecesse nada, mandaria mensagem pro professor ou perguntaria pra um colega que já tivesse feito.","Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Procuro em outro site fora do portal | Tento de novo mais tarde,Não encontro nem com a busca | A página demora para carregar,"😐 Normal, já estou acostumado",Uma vez precisava achar um exercício de português que o professor tinha postado. Fui em atividades e não estava lá. Tentei buscar e não apareceu nada útil. Fiquei uns dois minutos clicando em lugares aleatórios e no fim pedi para um colega me mandar o link direto.,"Talvez, dependeria de como funciona","Sim, um pouco",Indiferente,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar","Não sei exatamente o que está faltando. Às vezes acho que poderia ser mais fácil de achar as coisas. Seria útil se os links das atividades fossem mais diretos, sem precisar ficar procurando em vários menus.",Diria que é o portal da escola então você vai ter que usar de qualquer jeito. Não é lá essas coisas mas dá pra se virar. Com o tempo você vai pegando onde fica cada coisa.,"⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,comum
304,14 ou 15 anos,Usa computador às vezes,Acessa raramente,"Escola pública, zona rural",Persistente/metódico,Obrigação (professor mandou),14 ou 15 anos,Já usei algumas vezes,Computador ou notebook,Só na escola,Fico tentando sozinho até descobrir | Peço ajuda para o professor,"Não sei bem o que aparece, é confuso",😕 Um pouco perdido,Não muito claro,"Acho que tem um lugar pra ver as notas, mas nunca consegui achar direito.","Tem muitas opções e fico confuso | Já me acostumei, mas no começo era difícil",Um pouco mais difícil,Fico clicando nos menus até achar,Nunca tentei usar a busca,"Atividades (exercícios, tarefas) | Aulas (videoaulas, explicações)",Eu tentaria ir clicando nos menus um por um até encontrar alguma coisa de programação.,"Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo | Volto para o início e começo de novo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por mais de 5 minutos,Peço ajuda para o professor | Tento de novo mais tarde,Clico em vários lugares e não abre nada | Não entendo os nomes das seções,"😞 Chateado, queria ter encontrado","Uma vez o professor mandou acessar uma atividade e fiquei clicando em tudo, mas não encontrei e tive que pedir ajuda.",Provavelmente usaria,"Sim, um pouco",Seria útil às vezes,"Conteúdos separados por tipo (aulas, atividades, recursos, trilhas) | Uma barra de busca mais visível e fácil de usar | A tela inicial mostrar só o que é mais importante",Queria que tivesse um jeito mais fácil de ver as tarefas que o professor passou.,"Diria que dá pra usar, mas tem que ter paciência pra achar as coisas.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Não uso há tempo suficiente para comparar,confuso
305,14 ou 15 anos,Usa computador regularmente,Acessa semanalmente,Escola e casa,Indiferente,Obrigação (professor mandou),14 ou 15 anos,Uso toda semana,Computador ou notebook,Tanto na escola quanto em casa,Fico tentando sozinho até descobrir | Peço ajuda para um colega,"Atividades ou tarefas para fazer | Não sei bem o que aparece, é confuso","😐 Normal, nem bom nem ruim",Mais ou menos claro,"Acho que tem mais coisa no portal, mas nunca fui atrás. Não sei dizer ao certo.","Já me acostumei, mas no começo era difícil",Um pouco mais difícil de usar,Fico clicando nos menus até achar,"Às vezes encontro, às vezes não","Atividades (exercícios, tarefas) | Aulas (videoaulas, explicações)","Ia tentar buscar pelo nome ou clicar nas matérias até achar. Se demorasse, perguntaria para um colega.","Tanto faz, o que importa é ser fácil",Fico procurando onde clicar por um tempo,"Sim, já aconteceu algumas vezes",Acontece às vezes,Tento por uns 2 ou 3 minutos,Peço ajuda para um colega | Procuro em outro site fora do portal,A página demora para carregar | Clico em vários lugares e não abre nada,"😐 Normal, já estou acostumado",Uma vez tentei achar um exercício de português e não achei onde estava. Perguntei para um colega que me mostrou onde ficava.,"Talvez, dependeria de como funciona","Sim, um pouco",Indiferente,Uma barra de busca mais visível e fácil de usar | A tela inicial mostrar só o que é mais importante,"Poderia ter as atividades mais organizadas por matéria, seria mais fácil de achar.","É um portal normal, dá pra usar quando o professor manda. Não é difícil demais, mas também não é tão fácil quanto outros sites.","⭐⭐⭐ Médio, tem coisas boas e ruins","Talvez indicaria, talvez não",Um pouco mais fácil,mediano
